batter,year,milb_aaa_pa_prior,milb_aaa_iso_prior,milb_aaa_kpct_prior,milb_aaa_bbpct_prior
455921,2016,86,0.0684931506849315,0.2209302325581395,0.127906976744186
456065,2016,358,0.0949554896142433,0.0977653631284916,0.0502793296089385
456065,2017,270,0.1380753138075313,0.0666666666666666,0.0888888888888888
456121,2017,120,0.1272727272727272,0.1416666666666666,0.075
456121,2018,61,0.0784313725490196,0.2131147540983606,0.1475409836065573
456124,2016,202,0.2151162790697674,0.1683168316831683,0.1287128712871287
456124,2017,109,0.0412371134020618,0.2110091743119266,0.073394495412844
456124,2018,324,0.202127659574468,0.1975308641975308,0.0987654320987654
456124,2019,61,0.2692307692307692,0.1639344262295081,0.1147540983606557
456124,2020,176,0.2012987012987013,0.1193181818181818,0.096590909090909
456422,2018,157,0.1021897810218978,0.1528662420382165,0.1146496815286624
456544,2016,323,0.0505050505050505,0.1207430340557275,0.0588235294117647
456655,2016,184,0.2,0.2989130434782608,0.125
456673,2017,95,0.15,0.2421052631578947,0.1157894736842105
456781,2016,147,0.0214285714285714,0.1632653061224489,0.0272108843537414
456781,2017,546,0.1174168297455968,0.1446886446886447,0.0457875457875457
456781,2018,405,0.1099195710455764,0.1481481481481481,0.0592592592592592
456781,2019,340,0.1114649681528662,0.1176470588235294,0.0470588235294117
456781,2020,97,0.1149425287356321,0.1134020618556701,0.0927835051546391
456781,2025,51,0.1363636363636363,0.1568627450980392,0.0980392156862745
457061,2016,283,0.189873417721519,0.2367491166077738,0.1342756183745583
457061,2017,312,0.2103321033210332,0.1858974358974359,0.1185897435897435
457061,2018,179,0.1631205673758865,0.2290502793296089,0.1787709497206704
457127,2016,106,0.0736842105263157,0.3962264150943396,0.0943396226415094
457127,2017,130,0.048076923076923,0.2923076923076923,0.1615384615384615
457130,2016,514,0.1241685144124168,0.188715953307393,0.1050583657587548
457130,2017,266,0.0707964601769911,0.2180451127819548,0.1203007518796992
457133,2016,147,0.1549295774647887,0.2585034013605442,0.0136054421768707
457449,2016,557,0.2654320987654321,0.2567324955116696,0.1077199281867145
457449,2018,102,0.4526315789473684,0.2450980392156862,0.0588235294117647
457454,2018,129,0.081081081081081,0.3953488372093023,0.1317829457364341
457454,2019,253,0.110091743119266,0.3201581027667984,0.1304347826086956
457477,2018,212,0.1236559139784946,0.1415094339622641,0.1179245283018868
457477,2019,131,0.0849056603773584,0.1374045801526717,0.1526717557251908
457477,2020,148,0.2578125,0.2027027027027027,0.0945945945945946
457574,2016,185,0.1180124223602484,0.1405405405405405,0.1027027027027027
457574,2019,102,0.0326086956521739,0.1470588235294117,0.0686274509803921
457574,2020,293,0.1111111111111111,0.1638225255972696,0.0716723549488054
457708,2023,53,0.1777777777777777,0.3396226415094339,0.1132075471698113
457727,2017,100,0.1764705882352941,0.17,0.14
457727,2020,81,0.125,0.2716049382716049,0.1728395061728395
457727,2022,92,0.072289156626506,0.3043478260869565,0.0978260869565217
457745,2016,176,0.1533333333333333,0.1761363636363636,0.096590909090909
457745,2017,195,0.1726190476190476,0.1589743589743589,0.1076923076923077
457745,2018,72,0.1739130434782608,0.1666666666666666,0.0277777777777777
457745,2020,129,0.2333333333333333,0.1550387596899224,0.0620155038759689
457746,2016,141,0.217391304347826,0.226950354609929,0.1560283687943262
457746,2017,50,0.1463414634146341,0.46,0.14
