pitcher,year,primary_catcher,primary_catcher_pitches,total_pitches,primary_catcher_share
547973,2022,624431,424,679,0.6244477172312224
548384,2022,642336,430,846,0.508274231678487
548389,2022,643376,972,2033,0.4781111657648795
552640,2022,572287,121,233,0.51931330472103
553902,2022,663743,23,23,1.0
554340,2022,643376,527,1051,0.5014272121788773
554430,2022,592663,2068,2362,0.8755292125317528
554431,2022,661388,370,721,0.5131761442441054
570257,2022,621512,452,846,0.5342789598108747
570488,2022,543877,240,287,0.8362369337979094
570560,2022,608700,15,15,1.0
570632,2022,553869,889,1622,0.5480887792848336
570663,2022,543877,348,426,0.8169014084507042
570666,2022,642020,440,1235,0.3562753036437247
571439,2022,605421,51,51,1.0
571446,2022,596117,77,149,0.5167785234899329
571466,2022,606992,17,17,1.0
571479,2022,592663,777,967,0.8035160289555325
571510,2022,663728,127,204,0.6225490196078431
571578,2022,660688,1145,2627,0.4358583936048725
571616,2022,664731,29,29,1.0
571656,2022,519222,246,855,0.28771929824561404
571670,2022,607732,483,872,0.5538990825688074
571704,2022,663728,46,67,0.6865671641791045
571710,2022,575929,344,1035,0.3323671497584541
571760,2022,669257,616,1230,0.5008130081300813
571800,2022,606992,1152,1763,0.6534316505955757
571863,2022,608596,63,72,0.875
571882,2022,519222,158,352,0.44886363636363635
571901,2022,545358,560,979,0.5720122574055159
571917,2022,669221,61,61,1.0
571927,2022,668800,620,849,0.7302709069493521
571945,2022,668800,2170,3152,0.6884517766497462
571946,2022,663698,94,131,0.7175572519083969
571948,2022,605170,565,1088,0.5193014705882353
571976,2022,543592,30,43,0.6976744186046512
572008,2022,668939,10,10,1.0
572070,2022,641680,518,708,0.731638418079096
572125,2022,669221,198,295,0.6711864406779661
572191,2022,595956,37,37,1.0
572193,2022,545358,503,904,0.5564159292035398
572362,2022,669257,22,40,0.55
572383,2022,545358,29,29,1.0
572403,2022,425877,232,423,0.5484633569739953
572703,2022,642336,168,241,0.6970954356846473
572816,2022,668800,18,18,1.0
572888,2022,669257,26,50,0.52
572955,2022,595751,102,280,0.36428571428571427
572971,2022,518735,443,1171,0.3783091374893254
573009,2022,608348,387,861,0.44947735191637633
573124,2022,543592,398,1093,0.36413540713632203
573131,2022,605421,14,14,1.0
573186,2022,575929,970,2181,0.4447501146263182
573204,2022,596142,444,1000,0.444
573668,2022,596142,121,174,0.6954022988505747
579328,2022,643376,745,1844,0.40401301518438176
592094,2022,642336,452,946,0.47780126849894294
592169,2022,641511,53,106,0.5
592222,2022,543510,31,50,0.62
592332,2022,643376,1175,2783,0.42220625224577796
592346,2022,680777,113,376,0.300531914893617
592351,2022,641680,1459,2062,0.7075654704170709
592390,2022,547379,113,402,0.2810945273631841
592454,2022,669257,90,174,0.5172413793103449
592473,2022,669221,190,319,0.5956112852664577
592662,2022,663728,1852,3047,0.6078109616015753
592712,2022,553882,25,48,0.5208333333333334
592716,2022,575929,658,1694,0.3884297520661157
592717,2022,660688,395,1008,0.39186507936507936
592741,2022,621512,237,478,0.49581589958158995
592743,2022,664731,25,25,1.0
592761,2022,608348,607,1236,0.4911003236245955
592767,2022,543228,856,1814,0.4718853362734289
592773,2022,455117,457,899,0.5083426028921023
592789,2022,545358,1012,2026,0.49950641658440276
592791,2022,624431,1487,2805,0.5301247771836007
592804,2022,518595,180,362,0.4972375690607735
592826,2022,624512,647,1286,0.5031104199066874
592836,2022,621512,1544,2504,0.6166134185303515
592848,2022,642136,154,217,0.7096774193548387
592858,2022,575929,566,1161,0.48751076658053405
592866,2022,621512,639,1411,0.4528703047484054
593140,2022,543877,61,61,1.0
593160,2022,672386,13,13,1.0
593334,2022,543309,545,1081,0.5041628122109159
593423,2022,669221,1277,2336,0.5466609589041096
593576,2022,455117,589,1012,0.5820158102766798
593619,2022,669221,272,365,0.7452054794520548
593643,2022,669257,114,152,0.75
593958,2022,571466,1198,1469,0.8155207624234173
593974,2022,624431,450,820,0.5487804878048781
594311,2022,553882,276,466,0.592274678111588
594577,2022,545358,429,890,0.4820224719101124
594580,2022,669221,546,761,0.7174770039421814
594798,2022,621512,658,940,0.7
594835,2022,663728,1736,2842,0.6108374384236454
594838,2022,545358,5,5,1.0
595014,2022,605131,46,69,0.6666666666666666
595191,2022,605421,83,83,1.0
595345,2022,607732,607,976,0.6219262295081968
595881,2022,623168,469,1078,0.43506493506493504
595939,2022,455139,83,83,1.0
596001,2022,663698,858,1802,0.47613762486126526
596043,2022,521692,66,119,0.5546218487394958
596057,2022,575929,286,1012,0.2826086956521739
596071,2022,595284,138,634,0.21766561514195584
596082,2022,668939,103,307,0.3355048859934853
596112,2022,553869,313,915,0.34207650273224044
596117,2022,592663,49,60,0.8166666666666667
596133,2022,608348,307,721,0.42579750346740636
596271,2022,672515,191,297,0.6430976430976431
596295,2022,553869,1133,2063,0.5492001938923897
598264,2022,608700,228,697,0.32711621233859395
598265,2022,543877,30,30,1.0
598287,2022,608348,374,845,0.44260355029585796
600917,2022,641680,576,782,0.7365728900255755
600921,2022,660688,510,997,0.5115346038114343
601713,2022,543877,1753,3082,0.5687865022712524
605130,2022,669004,587,1200,0.4891666666666667
605135,2022,543510,1297,2886,0.4494109494109494
605151,2022,545358,182,308,0.5909090909090909
605154,2022,663698,531,1099,0.48316651501364877
605156,2022,425877,117,154,0.7597402597402597
605164,2022,596142,1051,2180,0.48211009174311925
605170,2022,553882,14,14,1.0
605177,2022,606992,511,899,0.5684093437152391
605182,2022,543592,1536,1931,0.7954427757638529
605194,2022,680777,325,741,0.43859649122807015
605195,2022,624512,165,279,0.5913978494623656
605200,2022,608348,743,2292,0.3241710296684119
605218,2022,660688,663,1014,0.6538461538461539
605242,2022,571466,382,1067,0.3580131208997188
605280,2022,624431,620,986,0.6288032454361054
605288,2022,553882,981,1852,0.5296976241900648
605347,2022,455139,334,1181,0.28281117696867064
605397,2022,543592,2389,2838,0.8417899929527837
605400,2022,592663,2658,3041,0.874054587306807
605446,2022,596142,59,103,0.5728155339805825
605447,2022,643376,489,1005,0.48656716417910445
605463,2022,595751,155,255,0.6078431372549019
605483,2022,595751,1339,2341,0.5719777872703973
605488,2022,642336,823,2149,0.3829688227082364
605507,2022,641511,810,2080,0.3894230769230769
605521,2022,663886,199,659,0.30197268588770865
605525,2022,645444,223,488,0.4569672131147541
605538,2022,642336,417,753,0.5537848605577689
605540,2022,605170,1261,2538,0.49684791174152876
605612,2022,606992,35,50,0.7
606115,2022,518595,10,10,1.0
606131,2022,605170,164,285,0.5754385964912281
606149,2022,668800,513,990,0.5181818181818182
606160,2022,455117,795,1096,0.7253649635036497
606273,2022,663728,72,114,0.631578947368421
606303,2022,669004,383,960,0.39895833333333336
606424,2022,663698,484,1019,0.47497546614327774
606625,2022,669257,230,643,0.35769828926905134
606930,2022,571466,268,361,0.7423822714681441
606965,2022,608348,105,241,0.43568464730290457
606993,2022,608348,12,28,0.42857142857142855
607054,2022,605170,8,8,1.0
607074,2022,642851,1440,2985,0.4824120603015075
607179,2022,660688,332,742,0.4474393530997305
607192,2022,542194,114,114,1.0
607200,2022,660688,1539,2420,0.6359504132231405
607216,2022,668939,536,981,0.54638124362895
607229,2022,575929,97,207,0.46859903381642515
607237,2022,669004,367,804,0.4564676616915423
607259,2022,543592,900,1720,0.5232558139534884
607359,2022,641598,94,111,0.8468468468468469
607391,2022,642336,135,135,1.0
607455,2022,623168,156,556,0.2805755395683453
607457,2022,595453,68,139,0.4892086330935252
607481,2022,624512,188,457,0.4113785557986871
607536,2022,553869,2153,2839,0.7583656216977809
607572,2022,547379,33,58,0.5689655172413793
607609,2022,607732,41,41,1.0
607625,2022,621512,578,1083,0.5337026777469991
607644,2022,455139,84,135,0.6222222222222222
607755,2022,672386,61,153,0.39869281045751637
608032,2022,553869,686,1025,0.6692682926829269
608328,2022,623168,368,1178,0.31239388794567063
608331,2022,518595,2745,2823,0.9723698193411264
608337,2022,518735,1289,2757,0.46753717809212914
608344,2022,669221,1730,2622,0.6598016781083142
608348,2022,669450,46,68,0.6764705882352942
608349,2022,592663,610,807,0.7558859975216853
608371,2022,605244,73,129,0.5658914728682171
608379,2022,608700,929,1949,0.4766546947152386
608566,2022,553869,1319,2839,0.46460021134202184
608638,2022,642336,185,334,0.5538922155688623
608648,2022,596142,445,742,0.5997304582210242
608652,2022,543228,189,285,0.6631578947368421
608665,2022,518735,433,1043,0.41514860977948226
608678,2022,663698,387,844,0.4585308056872038
608686,2022,545358,13,13,1.0
608700,2022,543877,18,18,1.0
608703,2022,663886,11,21,0.5238095238095238
608716,2022,663728,117,286,0.4090909090909091
608717,2022,605421,230,1104,0.20833333333333334
608718,2022,605170,520,1070,0.48598130841121495
608723,2022,668939,919,1762,0.521566401816118
611093,2022,661388,56,65,0.8615384615384616
612434,2022,543309,322,522,0.6168582375478927
613534,2022,543592,24,48,0.5
614177,2022,664731,10,10,1.0
614179,2022,664874,437,1115,0.3919282511210762
615698,2022,595978,1989,2920,0.6811643835616439
617228,2022,543877,488,848,0.5754716981132075
620443,2022,663728,18,34,0.5294117647058824
620454,2022,595751,16,16,1.0
621011,2022,657709,26,26,1.0
621016,2022,669004,324,693,0.4675324675324675
621051,2022,595751,410,874,0.4691075514874142
621074,2022,543228,506,914,0.5536105032822757
621076,2022,669221,1787,2230,0.8013452914798206
621079,2022,669221,93,154,0.6038961038961039
621082,2022,669221,206,302,0.6821192052980133
621107,2022,592663,941,1196,0.7867892976588629
621111,2022,669257,820,1046,0.7839388145315488
621112,2022,669221,1233,1768,0.6973981900452488
621114,2022,518735,82,149,0.5503355704697986
621121,2022,455117,660,759,0.8695652173913043
621219,2022,575929,118,306,0.38562091503267976
621237,2022,592663,700,892,0.7847533632286996
621242,2022,621512,499,932,0.5354077253218884
621244,2022,672386,1838,2721,0.6754869533259831
621248,2022,642336,229,520,0.4403846153846154
621249,2022,641511,450,1008,0.44642857142857145
621295,2022,668800,264,481,0.5488565488565489
621345,2022,518595,695,1111,0.6255625562556255
621348,2022,660688,62,100,0.62
621363,2022,642336,512,974,0.5256673511293635
621366,2022,663728,269,415,0.6481927710843374
621368,2022,641680,790,1787,0.4420817011751539
621381,2022,543877,295,768,0.3841145833333333
621383,2022,518735,365,897,0.4069119286510591
621389,2022,553869,510,680,0.75
621433,2022,642336,28,59,0.4745762711864407
621593,2022,595978,161,260,0.6192307692307693
622065,2022,642851,231,445,0.5191011235955056
622072,2022,663698,1222,2243,0.5448060633080696
622075,2022,669257,346,470,0.7361702127659574
622098,2022,621512,486,780,0.6230769230769231
622103,2022,642136,24,47,0.5106382978723404
622250,2022,641680,208,423,0.491725768321513
622251,2022,521692,336,731,0.45964432284541723
622253,2022,668939,549,1085,0.5059907834101383
622268,2022,663698,21,21,1.0
622379,2022,606992,43,60,0.7166666666666667
622491,2022,605244,579,2506,0.23104549082202713
622503,2022,595751,508,1064,0.4774436090225564
622554,2022,592663,683,827,0.8258766626360339
622569,2022,605170,9,9,1.0
622608,2022,553869,1037,1521,0.6817882971729126
622663,2022,543309,1125,1639,0.6863941427699817
622694,2022,668721,412,1099,0.37488626023657873
622766,2022,606992,38,56,0.6785714285714286
622786,2022,641680,182,350,0.52
623149,2022,663728,717,987,0.7264437689969605
623167,2022,663728,1365,2212,0.6170886075949367
623211,2022,607732,392,635,0.6173228346456693
623352,2022,553882,306,943,0.3244962884411453
623437,2022,605170,74,129,0.5736434108527132
623451,2022,518595,478,960,0.4979166666666667
623465,2022,669257,575,927,0.6202804746494067
623474,2022,545358,613,1008,0.6081349206349206
623485,2022,553869,281,375,0.7493333333333333
624133,2022,592663,2203,2564,0.859204368174727
624418,2022,669221,23,45,0.5111111111111111
624503,2022,643348,30,85,0.35294117647058826
624512,2022,608700,7,7,1.0
624522,2022,543228,949,1878,0.5053248136315229
625643,2022,518735,452,989,0.4570273003033367
628452,2022,545358,355,983,0.3611393692777213
628708,2022,663698,501,856,0.5852803738317757
628711,2022,669257,1617,2622,0.6167048054919908
630023,2022,642336,100,100,1.0
640444,2022,623168,420,1380,0.30434782608695654
640448,2022,660688,658,1059,0.6213408876298395
640451,2022,660688,340,661,0.5143721633888049
640455,2022,595751,2019,2486,0.8121480289621883
640461,2022,542194,26,26,1.0
640462,2022,669221,707,1084,0.6522140221402214
640470,2022,664731,105,193,0.5440414507772021
641154,2022,607732,2821,2912,0.96875
641302,2022,571466,927,1595,0.5811912225705329
641312,2022,672386,21,21,1.0
641329,2022,668939,633,1183,0.5350803043110736
641360,2022,669257,720,990,0.7272727272727273
641394,2022,521692,101,160,0.63125
641401,2022,592663,462,710,0.6507042253521127
641447,2022,663743,491,577,0.8509532062391681
641482,2022,624431,1374,2465,0.5574036511156186
641501,2022,543877,267,664,0.40210843373493976
641531,2022,665861,23,23,1.0
641540,2022,641680,1599,2548,0.6275510204081632
641582,2022,518735,324,772,0.41968911917098445
641627,2022,605170,391,761,0.5137976346911958
641656,2022,680777,42,42,1.0
641672,2022,672386,71,71,1.0
641682,2022,605244,47,147,0.3197278911564626
641712,2022,668800,1408,2253,0.6249445184198846
641726,2022,669221,402,611,0.6579378068739771
641729,2022,571466,456,937,0.48665955176093917
641743,2022,641470,39,39,1.0
641745,2022,521692,1012,2279,0.4440544098288723
641755,2022,553869,267,377,0.7082228116710876
641771,2022,553869,1633,2379,0.6864228667507356
641778,2022,553882,1413,2676,0.5280269058295964
641793,2022,663698,316,758,0.41688654353562005
641816,2022,663886,910,2101,0.433127082341742
641835,2022,672386,356,739,0.4817320703653586
641853,2022,650907,47,135,0.34814814814814815
641871,2022,608348,121,241,0.5020746887966805
641907,2022,660688,142,142,1.0
641914,2022,669127,21,33,0.6363636363636364
641927,2022,596142,470,854,0.550351288056206
641941,2022,596142,583,1134,0.5141093474426808
642028,2022,660688,392,419,0.9355608591885441
642048,2022,643376,34,48,0.7083333333333334
642060,2022,455139,71,71,1.0
642068,2022,553869,20,37,0.5405405405405406
642100,2022,521692,146,298,0.4899328859060403
642121,2022,607732,370,623,0.593900481540931
642130,2022,455117,181,305,0.5934426229508196
642152,2022,669221,521,961,0.5421436004162331
642165,2022,605421,45,74,0.6081081081081081
642203,2022,608348,194,333,0.5825825825825826
642207,2022,605170,561,1070,0.5242990654205607
642231,2022,663743,141,292,0.4828767123287671
642232,2022,642336,469,1355,0.3461254612546125
642239,2022,642136,23,72,0.3194444444444444
642397,2022,606992,616,1106,0.5569620253164557
642528,2022,543309,407,765,0.5320261437908497
642545,2022,545358,523,1123,0.4657168299198575
642546,2022,641680,330,523,0.6309751434034416
642547,2022,605170,644,1353,0.4759793052475979
642585,2022,668939,574,996,0.5763052208835341
642657,2022,650907,42,74,0.5675675675675675
642659,2022,519222,44,76,0.5789473684210527
642701,2022,641680,552,995,0.5547738693467337
642758,2022,669221,789,1021,0.7727717923604309
642770,2022,572287,91,338,0.2692307692307692
642851,2022,606213,16,26,0.6153846153846154
643230,2022,575929,92,157,0.5859872611464968
643256,2022,643376,523,1048,0.49904580152671757
643290,2022,519222,470,540,0.8703703703703703
643316,2022,621532,113,232,0.4870689655172414
643338,2022,543309,154,241,0.6390041493775933
643361,2022,542194,77,111,0.6936936936936937
643377,2022,596142,671,1167,0.5749785775492716
643400,2022,642336,114,196,0.5816326530612245
643410,2022,543228,468,1094,0.42778793418647165
643493,2022,669221,511,809,0.6316440049443758
643511,2022,663698,580,1166,0.4974271012006861
643524,2022,543228,25,42,0.5952380952380952
643615,2022,657709,169,250,0.676
644364,2022,660688,529,678,0.7802359882005899
644374,2022,542194,26,26,1.0
644429,2022,624512,76,133,0.5714285714285714
645261,2022,607732,3252,3252,1.0
645801,2022,661388,15,15,1.0
646242,2022,545358,94,236,0.3983050847457627
647315,2022,643376,166,536,0.30970149253731344
649144,2022,455139,34,66,0.5151515151515151
650204,2022,669221,241,366,0.6584699453551912
650339,2022,596142,4,8,0.5
650382,2022,608700,105,182,0.5769230769230769
650496,2022,553882,32,59,0.5423728813559322
650530,2022,571466,317,317,1.0
650556,2022,455117,719,1019,0.7055937193326791
650633,2022,624431,474,784,0.6045918367346939
650644,2022,595978,1243,1592,0.7807788944723618
650671,2022,545358,478,707,0.6760961810466761
650893,2022,668800,357,746,0.4785522788203753
650895,2022,663728,574,859,0.6682188591385332
650911,2022,592663,568,666,0.8528528528528528
650959,2022,668939,69,122,0.5655737704918032
650960,2022,663886,77,77,1.0
655889,2022,543228,98,203,0.4827586206896552
656008,2022,607732,34,43,0.7906976744186046
656061,2022,624431,331,707,0.4681753889674682
656222,2022,642336,606,999,0.6066066066066066
656232,2022,455117,191,226,0.8451327433628318
