rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_sigma_raw,xfp_rh3_sigma_global,xfp_rh3_sigma_hetero,batter_sigma_factor,sigma_calibration_method,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior
468,676439,Hunter Feduccia,LAD,C,163,26.0,0.2606593732570746,-0.0017,0.3364365975854493,1.18,0.1055808909087984,0.1075864795068277,0.1075864795068277,0.1055808909087984,0.9813583583436988,hetero_v1,0.2652222866674648,0.4076509085034339,36.0,12.1,0.5266768880291347,-0.1902,drop,,,,,,32.0,0.0,True
469,624428,Adam Frazier,LAA,2B,97,4.0,0.4592151749559208,0.0146,0.3351951721317645,1.17,0.0940523647933531,0.1075864795068277,0.1075864795068277,0.0940523647933531,0.8742024576367363,hetero_v1,0.2717568520786478,0.3986334921848812,21.0,7.0,0.5178999715490752,-0.1827,drop,21.3,247.0,87.8,0.2426,0.0978,45.0,-4.0,False
470,672275,Patrick Bailey,CLE,C,238,44.0,0.3426037137843612,0.0227,0.3336759762111485,1.17,0.1077310300738798,0.1075864795068277,0.1075864795068277,0.1077310300738798,1.001343575584169,hetero_v1,0.2610113964263165,0.4063405559959804,52.0,17.4,0.5266768880291347,-0.193,drop,28.3,90.0,96.7,0.0893,0.1312,36.0,-5.0,False
471,670764,Taylor Walls,TB,SS,319,52.0,0.4043339419271666,0.0052,0.3314983950205639,1.16,0.0975324827788537,0.1075864795068277,0.1075864795068277,0.0975324827788537,0.9065496261792274,hetero_v1,0.2657127353862271,0.3972840546549008,70.0,23.2,0.5522482949622523,-0.2207,drop,32.0,132.0,93.2,0.1092,0.1122,39.0,-0.0,False
472,670097,Zack Short,DET,SS,62,0.0,0.3577674670499777,0.008,0.3304041344052925,1.16,0.1060726936097693,0.1075864795068277,0.1075864795068277,0.1060726936097693,0.9859295898146542,hetero_v1,0.258858102565503,0.4019501662450819,14.0,4.6,0.5522482949622523,-0.2218,drop,,,,,,,0.0,False
473,690976,Alex Freeland,LAD,2B,224,3.0,0.2923815218652035,0.0095,0.3288708911011724,1.15,0.1076947026046295,0.1075864795068277,0.1075864795068277,0.1076947026046295,1.0010059172704402,hetero_v1,0.2562308141943498,0.401510968007995,49.0,16.1,0.5178999715490752,-0.189,drop,100.0,2.0,,,,,0.0,False
474,656484,Tristan Gray,MIN,SS,185,4.0,0.4528275277423245,0.0102,0.3261393984464448,1.14,0.1146238439164924,0.1075864795068277,0.1075864795068277,0.1146238439164924,1.065411234217568,hetero_v1,0.2488256157247707,0.403453181168119,40.0,13.0,0.5522482949622523,-0.2261,drop,48.1,13.0,100.0,0.2214,0.3881,,0.0,False
475,457705,Andrew McCutchen,TEX,DH,83,0.0,0.4564069667458788,0.0151,0.3238816590455586,1.13,0.1074596276060167,0.1075864795068277,0.1075864795068277,0.1074596276060167,0.9988209308326428,hetero_v1,0.2514001402253003,0.3963631778658169,18.0,5.8,0.4780723282736954,-0.1542,drop,,,,,,52.0,-0.5,True
476,681546,James Outman,DET,OF,171,32.0,0.3581344894895473,0.0255,0.3158987108604675,1.11,0.1175536803391921,0.1075864795068277,0.1075864795068277,0.1175536803391921,1.0926436191429785,hetero_v1,0.2366087534716824,0.3951886682492526,37.0,11.7,0.5071578343016413,-0.1913,drop,,,,,,37.0,-5.5,False
477,695336,Thomas Saggese,STL,OF,82,0.0,0.2959539790109742,0.0077,0.3129510393300888,1.1,0.1021812609025351,0.1075864795068277,0.1075864795068277,0.1021812609025351,0.949759313353593,hetero_v1,0.2440297788513289,0.3818722998088487,18.0,5.6,0.5071578343016413,-0.1942,drop,1.2,1.0,100.0,0.0896,0.1636,39.0,0.0,True
478,681351,Logan O'Hoppe,TEX,C,256,23.0,0.3624042928417341,0.0017,0.3087624354292042,1.08,0.109747962957263,0.1075864795068277,0.1075864795068277,0.109747962957263,1.0200906606512592,hetero_v1,0.2347374344145303,0.3827874364438781,56.0,17.3,0.5266768880291347,-0.2179,drop,39.2,112.0,80.9,0.1102,0.1044,48.0,-6.5,False
479,681297,Colton Cowser,BAL,OF,269,38.0,0.4084946113044088,-0.0033,0.306298448939838,1.07,0.1146739728308159,0.1075864795068277,0.1075864795068277,0.1146739728308159,1.0658771748687843,hetero_v1,0.2289508542654527,0.3836460436142234,59.0,18.1,0.5071578343016413,-0.2009,drop,3.0,7.0,100.0,0.0039,0.0338,45.0,-10.0,False
480,672724,Oswald Peraza,LAA,2B,295,18.0,0.2423994966576223,0.0018,0.3021443791379345,1.06,0.1096691300785205,0.1075864795068277,0.1075864795068277,0.1096691300785205,1.0193579210067996,hetero_v1,0.2281725508999724,0.3761162073758967,64.0,19.3,0.5178999715490752,-0.2158,drop,100.0,132.0,50.0,0.0848,-0.0079,34.0,-0.5,True
481,669357,Nolan Gorman,STL,3B,230,0.0,0.3875706188929091,0.0154,0.3020917659982739,1.06,0.124661763232325,0.1075864795068277,0.1075864795068277,0.124661763232325,1.1587121709323491,hetero_v1,0.2180074066980706,0.3861761252984771,50.0,15.1,0.5235834022778508,-0.2215,drop,41.3,160.0,85.6,0.155,0.1165,44.0,-7.5,False
482,666624,Christopher Morel,MIA,1B,73,0.0,0.407695929494818,0.0173,0.270033041148316,0.95,0.1258539806889321,0.1075864795068277,0.1075864795068277,0.1258539806889321,1.1697936512640057,hetero_v1,0.1851445311736313,0.3549215511230008,16.0,4.3,0.5728714641460441,-0.3028,drop,,,,,,45.0,-5.5,False
483,672356,Gabriel Arias,CLE,3B,134,37.0,0.2889185976565102,-0.0135,0.1917267745612417,0.67,0.1239892509801281,0.1075864795068277,0.1075864795068277,0.1239892509801281,1.1524612716067122,hetero_v1,0.1080960247751453,0.2753575243473382,29.0,5.6,0.5235834022778508,-0.3319,drop,,,,,,41.0,-1.0,False
